;НАЗВАНИЕ;РУБРИКА;ПОДРУБРИКА;РЕГИОН;ГОРОД;АДРЕС;ТЕЛЕФОНЫ;ФАКСЫ;СОТОВЫЕ ТЕЛЕФОНЫ;EMAIL;САЙТ;X;Y;ОПИСАНИЕ;ИНДЕКС;ПН;ПЕРЕРЫВ;ВТ;ПЕРЕРЫВ;СР;ПЕРЕРЫВ;ЧТ;ПЕРЕРЫВ;ПТ;ПЕРЕРЫВ;СБ;ПЕРЕРЫВ;ВС;ПЕРЕРЫВ;ОПЛАТА;ВАЛЮТА;СРЕДНИЙ ЧЕК;КУХНЯ;ДОПОЛНИТЕЛЬНО
9,85691E+14;Красный Яр, сеть гастрономов;Торговые комплексы / Спецмагазины;Супермаркеты;Красноярский край;Красноярск;Менжинского, 10а;;8(391)2771390(доп.804);;info@krasyar.ru;http://krasyar.ru;92.822649220374;56.016503181399;;660001;00:00-24:00;;00:00-24:00;;00:00-24:00;;00:00-24:00;;00:00-24:00;;00:00-24:00;;00:00-24:00;;Наличный расчет, Visa, Mastercard;RUB;;;
9,85691E+14;Красный Яр, сеть гастрономов;Торговые комплексы / Спецмагазины;Супермаркеты;Красноярский край;Красноярск;Красной Армии, 18;;8(391)2771390(доп.812);;info@krasyar.ru;http://krasyar.ru;92.851082432152;56.013954478953;;660017;07:00-00:00;;07:00-00:00;;07:00-00:00;;07:00-00:00;;07:00-00:00;;07:00-00:00;;07:00-00:00;;Наличный расчет, Без начиный расчет, Visa, Mastercard, Золотая корона, American Express;RUB;;;
9,85691E+14;Красный Яр, сеть гастрономов;Торговые комплексы / Спецмагазины;Супермаркеты;Красноярский край;Красноярск;Юшкова, 4а;;8(391)2771390(доп.811);;info@krasyar.ru;http://krasyar.ru;92.770570330528;56.031329672364;;660113;07:00-00:00;;07:00-00:00;;07:00-00:00;;07:00-00:00;;07:00-01:00;;07:00-00:00;;07:00-00:00;;Наличный расчет, Без начиный расчет, Visa, Mastercard, Золотая корона, American Express;RUB;;;
9,85691E+14;Красный Яр, сеть гастрономов;Торговые комплексы / Спецмагазины;Супермаркеты;Красноярский край;Красноярск;Николаева, 15;;8(391)2771390(доп.805);;info@krasyar.ru;http://krasyar.ru;92.965733194067;56.055627527043;;660073;00:00-24:00;;00:00-24:00;;00:00-24:00;;00:00-24:00;;00:00-24:00;;00:00-24:00;;00:00-24:00;;Наличный расчет, Visa, Mastercard;RUB;;;
9,85691E+14;Торговая компания, ИП Байков С.Г.;Продукты питания / Напитки;Чай / Кофе;Красноярский край;Красноярск;Спандаряна, 8;8(391)2314255, 89504004550;;89504004550;;;92.895370847315;56.028750784671;;660020;08:00-17:00;;08:00-17:00;;08:00-17:00;;08:00-17:00;;08:00-17:00;;09:00-14:00;;Выходной;;Наличный расчет;RUB;;;
9,85691E+14;Красный Яр, сеть гастрономов;Торговые комплексы / Спецмагазины;Супермаркеты;Красноярский край;Красноярск;Академгородок, 28а;;8(391)2771390(доп.813);;info@krasyar.ru;http://krasyar.ru;92.761736456855;55.994762494186;;660036;07:00-00:00;;07:00-00:00;;07:00-00:00;;07:00-00:00;;07:00-01:00;;07:00-01:00;;07:00-00:00;;Наличный расчет, Visa, Mastercard;RUB;;;
9,85691E+14;Командор, сеть супермаркетов;Торговые комплексы / Спецмагазины;Супермаркеты;Красноярский край;Красноярск;Щорса, 80;8(391)2524566;;;info@sm-komandor.ru;http://sm-komandor.ru;92.938666493936;55.988573402639;Торговая сеть Командор (входит в группу компаний Командор) &ndash, один из самых крупнейших операторов на рынке розничной торговли Красноярского края и Хакасии. Образована в 1999 году. Развивает 3 формата розничной торговли: гипермаркет, супермаркет, магазин у дома. В составе сети 9 гипермаркетов Аллея, 80 супермаркетов и магазинов шаговой доступности Командор в 11 городах Красноярского края и республики Хакасия, предлагающих широкий выбор свежих продуктов питания и качественных сопутствующих товаров в комфортной обстановке и по хорошим ценам.,micro_comment:Территория присутствия  Красноярский край и Хакасия,sponsored_article:{title:Торговая сеть Командор,text:Территория присутствия  Красноярский край и Хакасия},filial_group:985699289401478,lo;660122;00:00-24:00;;00:00-24:00;;00:00-24:00;;00:00-24:00;;00:00-24:00;;00:00-24:00;;00:00-24:00;;Наличный расчет, Visa, Mastercard;RUB;;;
9,85691E+14;Командор, сеть супермаркетов;Торговые комплексы / Спецмагазины;Супермаркеты;Красноярский край;Красноярск;Новгородская, 1г;8(391)2524567;;;info@sm-komandor.ru;http://sm-komandor.ru;92.987378021387;56.059517603939;Торговая сеть Командор (входит в группу компаний Командор) &ndash, один из самых крупнейших операторов на рынке розничной торговли Красноярского края и Хакасии. Образована в 1999 году. Развивает 3 формата розничной торговли: гипермаркет, супермаркет, магазин у дома. В составе сети 9 гипермаркетов Аллея, 80 супермаркетов и магазинов шаговой доступности Командор в 11 городах Красноярского края и республики Хакасия, предлагающих широкий выбор свежих продуктов питания и качественных сопутствующих товаров в комфортной обстановке и по хорошим ценам.,micro_comment:Территория присутствия  Красноярский край и Хакасия,sponsored_article:{title:Торговая сеть Командор,text:Территория присутствия  Красноярский край и Хакасия},filial_group:985699289401478,lo;660055;08:00-00:00;;08:00-00:00;;08:00-00:00;;08:00-00:00;;08:00-00:00;;08:00-00:00;;08:00-00:00;;Наличный расчет, Visa, Mastercard;RUB;;;
9,85691E+14;География вкуса, сеть магазинов кофе, чая и посуды;Продукты питания / Напитки;Чай / Кофе;Красноярский край;Красноярск;Карла Маркса, 34;;8(391)2123047;;geografia_vkusa@mail.ru;http://geovkusa.ru;92.882148913834;56.01123664078;;660049;10:00-20:00;;10:00-20:00;;10:00-20:00;;10:00-20:00;;10:00-20:00;;10:00-20:00;;11:00-18:00;;Наличный расчет, Visa, Mastercard;RUB;;;
9,85691E+14;Омский Бекон, торговая компания, ООО Продо Коммерц, филиал в г. Красноярске;Продукты питания / Напитки;Мясо / Полуфабрикаты;Красноярский край;Красноярск;Северное шоссе, 5а ст2;89059743113, 89620701331;;89620701331;;;92.947218839487;56.080614268462;;660118;09:00-18:00;;09:00-18:00;;09:00-18:00;;09:00-18:00;;09:00-18:00;;Выходной;;09:00-16:00;;Наличный расчет, Без начиный расчет;RUB;;;
9,85691E+14;Омский Бекон, торговая компания, ООО Продо Коммерц, филиал в г. Красноярске;Продукты питания / Напитки;Мясо птицы / Полуфабрикаты;Красноярский край;Красноярск;Северное шоссе, 5а ст2;89059743113, 89620701331;;89620701331;;;92.947218839487;56.080614268462;;660118;09:00-18:00;;09:00-18:00;;09:00-18:00;;09:00-18:00;;09:00-18:00;;Выходной;;09:00-16:00;;Наличный расчет, Без начиный расчет;RUB;;;
9,85691E+14;SPAR, сеть супермаркетов;Торговые комплексы / Спецмагазины;Супермаркеты;Красноярский край;Красноярск;Комсомольский проспект, 3а;;8(391)2665327;;;;92.932003312218;56.061523325725;;660118;08:00-23:00;;08:00-23:00;;08:00-23:00;;08:00-23:00;;08:00-23:00;;08:00-23:00;;08:00-23:00;;Наличный расчет, Visa, Mastercard;RUB;;;
9,85691E+14;Пламя-81, минимаркет;Торговые комплексы / Спецмагазины;Супермаркеты;Красноярский край;Красноярск;Щорса, 82;8(391)2602026, 8(391)2600101;;;;;92.937283440683;55.988706472482;;660122;08:00-22:00;;08:00-22:00;;08:00-22:00;;08:00-22:00;;08:00-22:00;;08:00-22:00;;08:00-22:00;;Наличный расчет, Visa, Mastercard;RUB;;;
9,85691E+14;Пламя-81, минимаркет;Торговые комплексы / Спецмагазины;Супермаркеты;Красноярский край;Красноярск;Газеты Красноярский Рабочий проспект, 26;8(391)2641932;;;;;93.007764210807;56.021739628333;;660004;08:00-22:00;;08:00-22:00;;08:00-22:00;;08:00-22:00;;08:00-22:00;;08:00-22:00;;08:00-22:00;;Наличный расчет, Visa, Mastercard;RUB;;;
9,85691E+14;Командор, сеть супермаркетов;Торговые комплексы / Спецмагазины;Супермаркеты;Красноярский край;Красноярск;Академика Киренского, 13;8(391)2524569;;;info@sm-komandor.ru;http://sm-komandor.ru;92.791069161452;55.996668110038;Торговая сеть Командор (входит в группу компаний Командор) &ndash, один из самых крупнейших операторов на рынке розничной торговли Красноярского края и Хакасии. Образована в 1999 году. Развивает 3 формата розничной торговли: гипермаркет, супермаркет, магазин у дома. В составе сети 9 гипермаркетов Аллея, 80 супермаркетов и магазинов шаговой доступности Командор в 11 городах Красноярского края и республики Хакасия, предлагающих широкий выбор свежих продуктов питания и качественных сопутствующих товаров в комфортной обстановке и по хорошим ценам.,micro_comment:Территория присутствия  Красноярский край и Хакасия,sponsored_article:{title:Торговая сеть Командор,text:Территория присутствия  Красноярский край и Хакасия},filial_group:985699289401478,lo;660074;07:00-01:00;;07:00-01:00;;07:00-01:00;;07:00-01:00;;07:00-01:00;;07:00-01:00;;07:00-01:00;;Наличный расчет, Visa, Mastercard;RUB;;;
